"level","total","ratio","n_up","n_down","seed","method","Type_I_error","Power","Power_up","Power_down","secs"
"500_1:1",500,"1:1",250,250,170,"QN",0.00932311621966794,0.802,0.8,0.804,52.2
"500_1:1",500,"1:1",250,250,170,"Angel",0.00932311621966794,0.802,0.8,0.804,53.5
"500_1:1",500,"1:1",250,250,170,"TDM",0.00555555555555556,0.766,0.824,0.708,64.8
"500_1:1",500,"1:1",250,250,170,"MMR",0.0200510855683269,0.832,0.896,0.768,49.8
"500_1:1",500,"1:1",250,250,170,"ComBat",0.0222860791826309,0.946,0.912,0.98,54.3
"500_1:1",500,"1:1",250,250,170,"ComBat_seq",0.0121328224776501,0.942,0.944,0.94,99
"500_1:1",500,"1:1",250,250,170,"RNABC",0.0266922094508301,0.946,0.912,0.98,51.2
"500_1:1",500,"1:1",250,250,170,"limma",0.0352490421455939,0.948,0.916,0.98,50.8
"500_1:1",500,"1:1",250,250,170,"MNN",0.0549169859514687,0.834,0.816,0.852,52.6
"1000_1:1",1000,"1:1",500,500,170,"QN",0.0110158311345646,0.777,0.788,0.766,51.4
"1000_1:1",1000,"1:1",500,500,170,"Angel",0.0110158311345646,0.778,0.79,0.766,51.5
"1000_1:1",1000,"1:1",500,500,170,"TDM",0.00560686015831135,0.745,0.82,0.67,64.8
"1000_1:1",1000,"1:1",500,500,170,"MMR",0.0185356200527704,0.824,0.908,0.74,49.3
"1000_1:1",1000,"1:1",500,500,170,"ComBat",0.0220316622691293,0.945,0.932,0.958,51.8
"1000_1:1",1000,"1:1",500,500,170,"ComBat_seq",0.0117414248021108,0.931,0.958,0.904,93.5
"1000_1:1",1000,"1:1",500,500,170,"RNABC",0.0315963060686016,0.946,0.936,0.956,50.3
"1000_1:1",1000,"1:1",500,500,170,"limma",0.0353562005277045,0.945,0.932,0.958,49.8
"1000_1:1",1000,"1:1",500,500,170,"MNN",0.0441952506596306,0.836,0.836,0.836,52.8
"2000_1:1",2000,"1:1",1000,1000,170,"QN",0.0172316384180791,0.76,0.772,0.748,49.6
"2000_1:1",2000,"1:1",1000,1000,170,"Angel",0.0172316384180791,0.7595,0.772,0.747,52.3
"2000_1:1",2000,"1:1",1000,1000,170,"TDM",0.00501412429378531,0.7065,0.81,0.603,68.6
"2000_1:1",2000,"1:1",1000,1000,170,"MMR",0.017725988700565,0.7705,0.919,0.622,50.8
"2000_1:1",2000,"1:1",1000,1000,170,"ComBat",0.0252118644067797,0.9045,0.938,0.871,54.5
"2000_1:1",2000,"1:1",1000,1000,170,"ComBat_seq",0.011864406779661,0.833,0.958,0.708,96.3
"2000_1:1",2000,"1:1",1000,1000,170,"RNABC",0.0364406779661017,0.95,0.94,0.96,54
"2000_1:1",2000,"1:1",1000,1000,170,"limma",0.0396892655367232,0.946,0.932,0.96,52.2
"2000_1:1",2000,"1:1",1000,1000,170,"MNN",0.0199152542372881,0.8535,0.854,0.853,54.8
"4000_1:1",4000,"1:1",2000,2000,170,"QN",0.0120065789473684,0.79375,0.7575,0.83,52.9
"4000_1:1",4000,"1:1",2000,2000,170,"Angel",0.0119243421052632,0.79375,0.7575,0.83,52.2
